0,20.0, 0.0
5,93.0, 0.0
10,91.4, 0.0
15,90.7, 0.0
20,92.0, 0.0
25,92.5, 0.0
30,94.8, 0.0
35,93.6, 0.0
40,95.0, 0.0
0, 0.0, 0.0
5,95.0, 0.0
10,93.2, 0.0
15,91.9, 0.0
20,91.2, 0.0
25,92.7, 0.0
30,92.2, 0.0
35,91.6, 0.0
40,91.4, 0.0
45,92.5, 0.0
50,92.1, 0.0
55,93.2, 0.0
60,94.1, 0.0
