0,11.5, 4.7
5,27.5, 4.7
10,27.8, 4.7
15,28.4, 4.7
20,29.0, 4.7
25,29.6, 4.7
30,26.9, 0.0
35,23.2, 0.0
40,20.7, 0.0
45,18.4, 0.0
50,16.8, 0.0
55,15.2, 0.0
60,14.1, 0.0
65,13.0, 0.0
70,12.2, 0.0
75,11.3, 0.0
80,10.7, 0.0
85,10.0, 0.0
90, 9.5, 0.0
95, 9.0, 0.0
100, 9.6, 5.3
105,10.5, 5.3
110,11.4, 5.3
115,12.2, 5.3
120,12.9, 5.3
