seconds,RX data rate,TX data rate,disk writes,available disk capacity
0,0,0,82.58,19G
5,0,0,82.58,19G
10,0,0,82.58,19G
15,0,0,82.58,19G
20,0,0,82.58,19G
25,0,0,82.58,19G
30,0,0,82.58,19G
35,0,0,82.58,19G
40,0,0,82.59,19G
45,0,0,82.6,19G
50,0,0,82.6,19G
55,0,0,82.6,19G
60,0,0,82.6,19G
65,0,0,82.6,19G
70,0,0,82.6,18G
75,0,0,82.6,18G
80,0,0,82.61,18G
85,0,0,82.62,18G
90,0,0,82.62,17G
95,0,0,82.62,17G
100,0,0,82.62,17G
105,0,0,82.62,17G
110,0,0,82.62,17G
115,0,0,82.62,17G
120,0,0,82.62,17G
